customer_id,cust_id,email,country,currency,region_code,created_date
C0000054,C0000054,user54@example.com,US,USD,R22,2024-05-23
C0000055,C0000055,user55@example.com,PL,USD,R18,2023-05-25
C0000056,C0000056,user56@example.com,DE,PLN,R20,2023-02-02
C0000057,C0000057,user57@example.com,NL,PLN,R25,2023-10-23
C0000058,C0000058,user58@example.com,SE,USD,R24,2024-01-31
C0000059,C0000059,user59@example.com,NL,PLN,R10,2023-06-22
C0000060,C0000060,user60@example.com,DE,USD,R01,2024-05-23
C0000061,C0000061,user61@example.com,US,USD,R06,2024-06-27
C0000062,C0000062,user62@example.com,DE,PLN,R15,2023-08-18
C0000063,C0000063,user63@example.com,US,EUR,R18,2024-07-24
C0000064,C0000064,user64@example.com,US,PLN,R03,2024-10-12
C0000065,C0000065,user65@example.com,PL,EUR,R04,2023-03-03
C0000066,C0000066,user66@example.com,ES,EUR,R12,2023-06-07
C0000067,C0000067,user67@example.com,US,USD,R08,2023-02-08
C0000068,C0000068,user68@example.com,US,EUR,R01,2023-01-12
C0000069,C0000069,user69@example.com,DE,USD,R08,2024-03-22
C0000070,C0000070,user70@example.com,SE,EUR,R10,2024-11-18
C0000071,C0000071,user71@example.com,DE,EUR,R24,2024-01-06
C0000072,C0000072,user72@example.com,PL,EUR,R17,2024-11-09
C0000073,C0000073,user73@example.com,PL,USD,R03,2024-05-23
C0000074,C0000074,user74@example.com,DE,EUR,R24,2023-04-20
C0000075,C0000075,user75@example.com,PL,PLN,R18,2024-09-21
C0000076,CUS0000076,user76@example.com,FR,USD,R07,2024-02-04
C0000077,C0000077,user77@example.com,US,EUR,R25,2023-04-08
C0000078,C0000078,user78@example.com,DE,USD,R22,2023-07-30
C0000079,C0000079,user79@example.com,US,USD,R16,2023-05-24
C0000080,C0000080,user80@example.com,US,EUR,R03,2023-12-05
C0000081,CUS0000081,user81@example.com,US,EUR,R07,2024-11-08
C0000082,C0000082,user82@example.com,US,USD,R23,2023-04-03
C0000083,C0000083,user83@example.com,US,EUR,R07,2023-09-02
C0000084,C0000084,user84@example.com,PL,EUR,R03,2024-11-22
C0000085,CUS0000085,user85@example.com,DE,EUR,R08,2023-03-04
C0000086,CUS0000086,user86@example.com,US,PLN,R10,2023-08-29
C0000087,C0000087,user87@example.com,ES,EUR,R20,2024-10-18
C0000088,C0000088,user88@example.com,NL,USD,R14,2024-07-22
C0000089,C0000089,user89@example.com,GB,EUR,R02,2024-09-09
C0000090,C0000090,user90@example.com,DE,EUR,R12,2024-06-02
C0000091,C0000091,user91@example.com,GB,USD,R24,2023-07-08
C0000092,C0000092,user92@example.com,PL,USD,R20,2024-06-30
C0000093,C0000093,user93@example.com,GB,USD,R07,2024-01-02
C0000094,C0000094,user94@example.com,PL,EUR,R18,2024-07-11
C0000095,C0000095,user95@example.com,US,EUR,R25,2024-10-02
C0000096,C0000096,user96@example.com,ES,EUR,R04,2023-05-20
C0000097,C0000097,user97@example.com,GB,USD,R03,2024-01-05
C0000098,CUS0000098,user98@example.com,DE,USD,R14,2023-04-05
C0000099,C0000099,user99@example.com,FR,EUR,R04,2024-11-13
C0000100,C0000100,user100@example.com,SE,EUR,R21,2024-11-04
C0000101,C0000101,user101@example.com,SE,USD,R04,2024-09-26
C0000102,CUS0000102,user102@example.com,ES,EUR,R12,2024-11-21
C0000103,C0000103,user103@example.com,SE,EUR,R14,2023-08-03
C0000104,C0000104,user104@example.com,US,EUR,R03,2023-06-28
C0000105,C0000105,user105@example.com,PL,EUR,R13,2023-11-09
C0000106,CUS0000106,user106@example.com,US,EUR,R13,2023-09-30
C0000107,C0000107,user107@example.com,GB,EUR,R07,2023-11-14
C0000108,C0000108,user108@example.com,FR,EUR,R01,2024-11-12
C0000109,C0000109,user109@example.com,DE,GBP,R14,2023-08-06
C0000110,C0000110,user110@example.com,PL,PLN,R05,2023-06-24
C0000111,C0000111,user111@example.com,FR,PLN,R03,2024-04-04
C0000112,C0000112,user112@example.com,US,EUR,R14,2024-07-01
C0000113,C0000113,user113@example.com,US,EUR,R07,2023-04-02
C0000114,C0000114,user114@example.com,SE,PLN,R23,2023-02-01
C0000115,C0000115,user115@example.com,US,PLN,R17,2023-04-11
C0000116,C0000116,user116@example.com,US,EUR,R24,2024-04-28
C0000117,C0000117,user117@example.com,DE,USD,R22,2024-02-19
C0000118,C0000118,user118@example.com,GB,USD,R02,2023-08-10
C0000119,C0000119,user119@example.com,NL,USD,R23,2024-11-08
C0000120,C0000120,user120@example.com,DE,EUR,R09,2023-10-18
C0000121,C0000121,user121@example.com,US,EUR,R22,2024-07-16
C0000122,CUS0000122,user122@example.com,NL,USD,R19,2024-09-10
C0000123,C0000123,user123@example.com,FR,EUR,R22,2024-09-07
C0000124,CUS0000124,user124@example.com,SE,USD,R18,2024-05-05
C0000125,CUS0000125,user125@example.com,DE,EUR,R12,2024-10-25
C0000126,C0000126,user126@example.com,NL,EUR,R19,2024-10-29
C0000127,C0000127,user127@example.com,DE,USD,R12,2023-02-23
C0000128,C0000128,user128@example.com,PL,EUR,R14,2024-11-10
C0000129,C0000129,user129@example.com,US,EUR,R03,2023-08-26
C0000130,C0000130,user130@example.com,SE,EUR,R23,2023-04-12
C0000131,C0000131,user131@example.com,PL,EUR,R08,2024-10-04
C0000132,C0000132,user132@example.com,PL,EUR,R20,2024-10-08
C0000133,C0000133,user133@example.com,ES,PLN,R21,2023-10-01
C0000134,C0000134,user134@example.com,PL,USD,R24,2023-02-24
C0000135,C0000135,user135@example.com,ES,USD,R02,2023-05-24
C0000136,C0000136,user136@example.com,GB,EUR,R13,2023-07-03
C0000137,C0000137,user137@example.com,NL,EUR,R21,2023-07-07
C0000138,C0000138,user138@example.com,PL,EUR,R16,2023-06-09
C0000139,C0000139,user139@example.com,SE,EUR,R15,2023-08-19
C0000140,CUS0000140,user140@example.com,ES,PLN,R13,2023-11-23
C0000141,CUS0000141,user141@example.com,PL,EUR,R03,2023-12-02
C0000142,C0000142,user142@example.com,US,USD,R12,2024-01-09
C0000143,C0000143,user143@example.com,US,EUR,R23,2024-11-20
C0000144,C0000144,user144@example.com,PL,EUR,R19,2023-12-16
C0000145,C0000145,user145@example.com,US,USD,R15,2023-07-27
C0000146,C0000146,user146@example.com,NL,EUR,R01,2023-12-23
C0000147,C0000147,user147@example.com,SE,USD,R12,2024-07-11
C0000148,C0000148,user148@example.com,US,USD,R02,2023-05-01
C0000149,C0000149,user149@example.com,SE,USD,R16,2024-06-11
C0000150,C0000150,user150@example.com,ES,USD,R07,2023-07-07
C0000151,C0000151,user151@example.com,DE,EUR,R16,2023-04-30
C0000152,C0000152,user152@example.com,DE,PLN,R04,2023-07-20
C0000153,C0000153,user153@example.com,GB,EUR,R07,2023-03-26
C0000154,C0000154,user154@example.com,PL,EUR,R15,2024-03-23
C0000155,C0000155,user155@example.com,ES,EUR,R04,2023-11-03
C0000156,C0000156,user156@example.com,PL,EUR,R24,2023-12-07
C0000157,C0000157,user157@example.com,US,EUR,R04,2023-01-28
C0000158,C0000158,user158@example.com,FR,USD,R07,2023-10-21
C0000159,C0000159,user159@example.com,DE,EUR,R16,2024-01-05
C0000160,C0000160,user160@example.com,ES,USD,R16,2023-06-09
C0000161,C0000161,user161@example.com,DE,EUR,R08,2023-11-16
C0000162,C0000162,user162@example.com,US,EUR,R11,2024-05-02
C0000163,C0000163,user163@example.com,PL,PLN,R14,2023-10-28
C0000164,CUS0000164,user164@example.com,PL,EUR,R04,2024-09-17
C0000165,C0000165,user165@example.com,PL,EUR,R17,2023-05-13
C0000166,C0000166,user166@example.com,US,EUR,R17,2024-03-30
C0000167,C0000167,user167@example.com,DE,USD,R10,2023-06-29
C0000168,C0000168,user168@example.com,US,EUR,R24,2023-03-26
C0000169,C0000169,user169@example.com,FR,EUR,R23,2024-10-09
C0000170,C0000170,user170@example.com,SE,EUR,R19,2023-05-12
C0000171,C0000171,user171@example.com,SE,EUR,R05,2023-06-14
C0000172,C0000172,user172@example.com,GB,EUR,R07,2023-10-31
C0000173,C0000173,user173@example.com,FR,EUR,R10,2023-07-16
C0000174,C0000174,user174@example.com,US,USD,R11,2024-09-29
C0000175,C0000175,user175@example.com,US,USD,R08,2023-02-12
C0000176,C0000176,user176@example.com,US,PLN,R14,2023-06-26
C0000177,CUS0000177,user177@example.com,FR,USD,R22,2023-08-31
C0000178,C0000178,user178@example.com,PL,USD,R22,2023-11-11
C0000179,C0000179,user179@example.com,ES,EUR,R24,2024-02-14
C0000180,C0000180,user180@example.com,GB,EUR,R14,2024-09-07
C0000181,C0000181,user181@example.com,FR,USD,R10,2024-11-19
C0000182,C0000182,user182@example.com,FR,GBP,R19,2023-07-22
C0000183,C0000183,user183@example.com,US,EUR,R24,2023-05-02
C0000184,CUS0000184,user184@example.com,GB,EUR,R16,2024-10-04
C0000185,C0000185,user185@example.com,PL,EUR,R08,2024-09-27
C0000186,C0000186,user186@example.com,ES,PLN,R09,2023-09-15
C0000187,C0000187,user187@example.com,DE,GBP,R20,2023-07-29
C0000188,C0000188,user188@example.com,US,EUR,R03,2024-02-24
C0000189,C0000189,user189@example.com,SE,USD,R15,2023-11-27
C0000190,C0000190,user190@example.com,PL,EUR,R25,2024-04-06
C0000191,C0000191,user191@example.com,US,EUR,R15,2024-04-23
C0000192,C0000192,user192@example.com,US,EUR,R12,2024-01-17
C0000193,C0000193,user193@example.com,US,EUR,R23,2023-09-18
C0000194,C0000194,user194@example.com,FR,USD,R21,2023-12-22
C0000195,C0000195,user195@example.com,PL,EUR,R06,2023-09-04
C0000196,C0000196,user196@example.com,GB,USD,R15,2023-05-28
C0000197,C0000197,user197@example.com,GB,USD,R14,2024-01-16
C0000198,C0000198,user198@example.com,DE,EUR,R25,2024-02-09
C0000199,C0000199,user199@example.com,PL,EUR,R23,2023-08-25
C0000200,C0000200,user200@example.com,US,EUR,R05,2024-09-05
C0000201,C0000201,user201@example.com,NL,EUR,R23,2023-01-04
C0000202,C0000202,user202@example.com,DE,GBP,R02,2023-09-01
C0000203,CUS0000203,user203@example.com,US,USD,R16,2023-07-06
C0000204,C0000204,user204@example.com,GB,USD,R17,2023-05-09
C0000205,C0000205,user205@example.com,DE,EUR,R16,2023-02-27
C0000206,C0000206,user206@example.com,PL,GBP,R23,2024-11-07
C0000207,C0000207,user207@example.com,US,USD,R25,2024-03-24
C0000208,C0000208,user208@example.com,DE,USD,R12,2023-06-21
C0000209,C0000209,user209@example.com,DE,EUR,R18,2024-05-07
C0000210,C0000210,user210@example.com,US,USD,R25,2024-03-14
C0000211,C0000211,user211@example.com,FR,USD,R20,2024-09-28
C0000212,C0000212,user212@example.com,DE,EUR,R07,2023-08-16
C0000213,CUS0000213,user213@example.com,SE,USD,R18,2024-05-31
C0000214,C0000214,user214@example.com,GB,USD,R07,2023-11-29
C0000215,C0000215,user215@example.com,NL,EUR,R17,2024-09-29
C0000216,C0000216,user216@example.com,US,EUR,R17,2023-07-18
C0000217,C0000217,user217@example.com,DE,PLN,R10,2023-05-21
C0000218,C0000218,user218@example.com,PL,USD,R05,2023-03-20
C0000219,C0000219,user219@example.com,GB,GBP,R04,2024-09-23
C0000220,C0000220,user220@example.com,US,EUR,R12,2024-09-20
C0000221,C0000221,user221@example.com,FR,EUR,R13,2023-12-14
C0000222,C0000222,user222@example.com,US,USD,R25,2023-11-07
C0000223,C0000223,user223@example.com,DE,EUR,R10,2023-07-27
C0000224,C0000224,user224@example.com,DE,EUR,R23,2024-11-23
C0000225,C0000225,user225@example.com,GB,EUR,R19,2024-01-11
C0000226,C0000226,user226@example.com,PL,USD,R05,2023-05-28
C0000227,C0000227,user227@example.com,ES,EUR,R13,2024-11-27
C0000228,C0000228,user228@example.com,US,EUR,R07,2024-10-28
C0000229,C0000229,user229@example.com,NL,USD,R08,2024-03-21
C0000230,C0000230,user230@example.com,FR,EUR,R24,2023-07-14
C0000231,C0000231,user231@example.com,US,GBP,R19,2024-09-12
C0000232,C0000232,user232@example.com,SE,EUR,R08,2023-02-25
C0000233,C0000233,user233@example.com,DE,USD,R13,2024-02-11
C0000234,C0000234,user234@example.com,SE,EUR,R10,2024-10-26
C0000235,C0000235,user235@example.com,SE,EUR,R19,2024-03-09
C0000236,C0000236,user236@example.com,US,EUR,R19,2024-08-20
C0000237,C0000237,user237@example.com,US,EUR,R11,2024-04-14
C0000238,C0000238,user238@example.com,ES,USD,R01,2024-10-01
C0000239,C0000239,user239@example.com,US,USD,R23,2023-04-08
C0000240,C0000240,user240@example.com,GB,PLN,R08,2023-07-14
C0000241,C0000241,user241@example.com,PL,USD,R17,2023-08-11
C0000242,C0000242,user242@example.com,FR,EUR,R24,2024-05-24
C0000243,C0000243,user243@example.com,FR,EUR,R08,2023-04-28
C0000244,C0000244,user244@example.com,PL,EUR,R12,2024-11-07
C0000245,C0000245,user245@example.com,US,EUR,R18,2023-08-25
C0000246,C0000246,user246@example.com,US,USD,R06,2023-03-29
C0000247,C0000247,user247@example.com,DE,EUR,R04,2023-09-05
C0000248,C0000248,user248@example.com,GB,EUR,R12,2023-04-29
C0000249,C0000249,user249@example.com,SE,USD,R03,2023-10-14
C0000250,CUS0000250,user250@example.com,GB,EUR,R17,2024-02-10
C0000251,C0000251,user251@example.com,NL,PLN,R20,2023-08-03
C0000252,C0000252,user252@example.com,PL,USD,R25,2023-02-26
C0000253,C0000253,user253@example.com,US,EUR,R07,2024-06-19
C0000254,C0000254,user254@example.com,FR,EUR,R18,2024-11-10
C0000255,C0000255,user255@example.com,DE,PLN,R05,2024-08-03
C0000256,C0000256,user256@example.com,NL,EUR,R10,2023-09-23
C0000257,CUS0000257,user257@example.com,SE,EUR,R03,2023-10-09
C0000258,C0000258,user258@example.com,US,EUR,R24,2024-11-13
C0000259,C0000259,user259@example.com,US,EUR,R05,2024-09-28
C0000260,C0000260,user260@example.com,SE,EUR,R18,2024-07-28
C0000261,C0000261,user261@example.com,NL,EUR,R19,2023-10-23
C0000262,C0000262,user262@example.com,ES,EUR,R15,2023-11-19
C0000263,CUS0000263,user263@example.com,PL,PLN,R15,2024-02-09
C0000264,C0000264,user264@example.com,PL,EUR,R25,2024-06-30
C0000265,C0000265,user265@example.com,DE,PLN,R19,2024-07-16
C0000266,C0000266,user266@example.com,ES,USD,R22,2023-05-11
C0000267,C0000267,user267@example.com,NL,USD,R22,2024-04-17
C0000268,C0000268,user268@example.com,US,PLN,R05,2023-09-11
C0000269,CUS0000269,user269@example.com,GB,EUR,R10,2023-12-12
C0000270,C0000270,user270@example.com,SE,EUR,R03,2023-09-10
C0000271,C0000271,user271@example.com,NL,EUR,R17,2024-02-07
C0000272,C0000272,user272@example.com,ES,EUR,R09,2023-08-17
C0000273,C0000273,user273@example.com,GB,USD,R03,2023-08-03
C0000274,C0000274,user274@example.com,GB,EUR,R22,2023-11-04
C0000275,C0000275,user275@example.com,US,USD,R12,2023-08-30
C0000276,C0000276,user276@example.com,ES,EUR,R06,2023-01-08
C0000277,C0000277,user277@example.com,GB,PLN,R08,2024-03-24
C0000278,C0000278,user278@example.com,NL,EUR,R25,2023-02-27
C0000279,C0000279,user279@example.com,US,GBP,R15,2023-08-20
C0000280,CUS0000280,user280@example.com,US,USD,R05,2024-03-09
C0000281,C0000281,user281@example.com,ES,EUR,R19,2023-03-07
C0000282,C0000282,user282@example.com,PL,USD,R18,2023-06-01
C0000283,C0000283,user283@example.com,US,EUR,R18,2024-07-01
C0000284,C0000284,user284@example.com,US,PLN,R08,2024-04-21
C0000285,C0000285,user285@example.com,GB,PLN,R25,2024-06-23
C0000286,C0000286,user286@example.com,US,EUR,R16,2023-04-07
C0000287,CUS0000287,user287@example.com,GB,GBP,R09,2023-08-06
C0000288,C0000288,user288@example.com,PL,EUR,R24,2024-05-31
C0000289,C0000289,user289@example.com,FR,USD,R10,2023-07-02
C0000290,C0000290,user290@example.com,PL,USD,R20,2024-05-23
C0000291,C0000291,user291@example.com,NL,EUR,R10,2023-05-26
C0000292,C0000292,user292@example.com,ES,EUR,R16,2023-11-30
C0000293,C0000293,user293@example.com,NL,EUR,R24,2023-01-24
C0000294,C0000294,user294@example.com,PL,GBP,R14,2023-02-06
C0000295,C0000295,user295@example.com,ES,EUR,R20,2024-05-04
C0000296,C0000296,user296@example.com,US,EUR,R19,2024-07-18
C0000297,C0000297,user297@example.com,DE,EUR,R07,2023-02-15
C0000298,C0000298,user298@example.com,ES,EUR,R25,2024-06-27
C0000299,C0000299,user299@example.com,US,USD,R10,2024-11-05
C0000300,C0000300,user300@example.com,US,USD,R10,2024-07-26
C0000301,C0000301,user301@example.com,GB,USD,R22,2024-02-06
C0000302,C0000302,user302@example.com,NL,EUR,R12,2024-08-05
C0000303,C0000303,user303@example.com,PL,EUR,R16,2024-02-02
C0000304,C0000304,user304@example.com,ES,USD,R03,2024-03-18
C0000305,C0000305,user305@example.com,DE,PLN,R02,2023-01-06
C0000306,C0000306,user306@example.com,SE,EUR,R04,2023-08-16
C0000307,C0000307,user307@example.com,DE,EUR,R19,2023-06-16
C0000308,C0000308,user308@example.com,US,EUR,R18,2023-02-10
C0000309,C0000309,user309@example.com,DE,USD,R03,2024-07-07
C0000310,CUS0000310,user310@example.com,ES,PLN,R03,2024-07-08
C0000311,C0000311,user311@example.com,FR,PLN,R17,2024-09-17
C0000312,C0000312,user312@example.com,US,USD,R11,2024-07-13
C0000313,C0000313,user313@example.com,GB,EUR,R07,2024-08-14
C0000314,C0000314,user314@example.com,PL,USD,R09,2024-03-01
C0000315,C0000315,user315@example.com,US,EUR,R17,2023-02-02
C0000316,C0000316,user316@example.com,US,EUR,R23,2023-12-31
C0000317,C0000317,user317@example.com,NL,GBP,R20,2023-02-17
C0000318,CUS0000318,user318@example.com,GB,PLN,R06,2023-12-01
C0000319,C0000319,user319@example.com,FR,EUR,R22,2024-11-08
C0000320,C0000320,user320@example.com,DE,EUR,R18,2024-08-08
C0000321,C0000321,user321@example.com,SE,EUR,R25,2024-09-20
C0000322,C0000322,user322@example.com,ES,EUR,R25,2024-05-20
C0000323,C0000323,user323@example.com,US,EUR,R04,2024-01-24
C0000324,C0000324,user324@example.com,FR,USD,R16,2023-03-12
C0000325,C0000325,user325@example.com,US,USD,R16,2024-01-01
C0000326,C0000326,user326@example.com,GB,EUR,R03,2024-10-07
C0000327,C0000327,user327@example.com,NL,EUR,R14,2023-04-24
C0000328,C0000328,user328@example.com,GB,EUR,R23,2024-03-26
C0000329,C0000329,user329@example.com,US,PLN,R08,2023-03-03
C0000330,C0000330,user330@example.com,FR,USD,R21,2023-01-05
C0000331,C0000331,user331@example.com,FR,USD,R04,2023-09-09
C0000332,C0000332,user332@example.com,FR,EUR,R08,2024-05-04
C0000333,C0000333,user333@example.com,DE,EUR,R05,2024-03-15
C0000334,C0000334,user334@example.com,NL,USD,R09,2024-09-17
C0000335,C0000335,user335@example.com,ES,GBP,R03,2023-01-19
C0000336,C0000336,user336@example.com,GB,EUR,R22,2024-03-25
C0000337,C0000337,user337@example.com,PL,USD,R08,2023-03-09
C0000338,C0000338,user338@example.com,US,EUR,R07,2023-08-03
C0000339,C0000339,user339@example.com,NL,USD,R10,2024-09-07
C0000340,CUS0000340,user340@example.com,PL,EUR,R15,2024-05-10
C0000341,C0000341,user341@example.com,US,EUR,R24,2023-08-29
C0000342,CUS0000342,user342@example.com,SE,EUR,R07,2024-01-25
C0000343,C0000343,user343@example.com,US,USD,R02,2024-01-26
C0000344,C0000344,user344@example.com,PL,USD,R12,2023-11-21
C0000345,C0000345,user345@example.com,NL,PLN,R18,2023-12-18
C0000346,C0000346,user346@example.com,US,EUR,R24,2024-01-20
C0000347,C0000347,user347@example.com,FR,EUR,R25,2024-01-16
C0000348,C0000348,user348@example.com,FR,PLN,R19,2024-04-25
C0000349,C0000349,user349@example.com,DE,USD,R08,2023-07-27
C0000350,C0000350,user350@example.com,SE,EUR,R11,2024-08-11
C0000351,C0000351,user351@example.com,SE,PLN,R14,2023-02-08
C0000352,C0000352,user352@example.com,US,PLN,R02,2023-01-04
C0000353,C0000353,user353@example.com,DE,EUR,R05,2023-12-01
C0000354,C0000354,user354@example.com,DE,PLN,R22,2023-04-17
C0000355,C0000355,user355@example.com,US,EUR,R12,2023-12-05
C0000356,C0000356,user356@example.com,US,EUR,R16,2023-11-13
C0000357,C0000357,user357@example.com,FR,USD,R09,2023-05-24
C0000358,C0000358,user358@example.com,DE,EUR,R22,2023-02-19
C0000359,CUS0000359,user359@example.com,US,EUR,R02,2023-08-25
C0000360,C0000360,user360@example.com,GB,EUR,R03,2023-11-24
C0000361,C0000361,user361@example.com,DE,USD,R22,2024-07-14
C0000362,C0000362,user362@example.com,DE,PLN,R09,2024-01-18
C0000363,C0000363,user363@example.com,DE,EUR,R09,2024-06-14
C0000364,CUS0000364,user364@example.com,ES,USD,R07,2024-11-15
C0000365,C0000365,user365@example.com,PL,EUR,R13,2023-05-16
C0000366,C0000366,user366@example.com,US,EUR,R07,2024-02-28
C0000367,C0000367,user367@example.com,DE,PLN,R18,2024-10-06
C0000368,C0000368,user368@example.com,DE,PLN,R25,2024-06-27
C0000369,C0000369,user369@example.com,ES,GBP,R22,2023-01-19
C0000370,C0000370,user370@example.com,NL,USD,R21,2023-02-01
C0000371,CUS0000371,user371@example.com,US,USD,R15,2023-06-14
C0000372,CUS0000372,user372@example.com,SE,USD,R17,2023-02-11
C0000373,CUS0000373,user373@example.com,SE,EUR,R06,2024-11-18
C0000374,CUS0000374,user374@example.com,GB,USD,R07,2024-05-23
C0000375,C0000375,user375@example.com,US,USD,R21,2024-01-14
C0000376,C0000376,user376@example.com,SE,EUR,R03,2024-11-08
C0000377,C0000377,user377@example.com,PL,EUR,R11,2024-09-18
C0000378,CUS0000378,user378@example.com,ES,EUR,R17,2023-10-12
C0000379,C0000379,user379@example.com,SE,EUR,R02,2024-05-03
C0000380,C0000380,user380@example.com,ES,EUR,R13,2023-01-19
C0000381,C0000381,user381@example.com,DE,USD,R12,2023-05-10
C0000382,CUS0000382,user382@example.com,ES,GBP,R15,2023-01-10
C0000383,C0000383,user383@example.com,GB,EUR,R06,2024-03-06
C0000384,C0000384,user384@example.com,PL,PLN,R12,2024-09-21
C0000385,C0000385,user385@example.com,PL,GBP,R11,2024-01-17
C0000386,C0000386,user386@example.com,DE,EUR,R11,2024-07-12
C0000387,C0000387,user387@example.com,DE,EUR,R13,2023-07-21
C0000388,C0000388,user388@example.com,US,EUR,R24,2023-07-09
C0000389,C0000389,user389@example.com,NL,EUR,R25,2024-09-22
C0000390,C0000390,user390@example.com,ES,GBP,R03,2023-11-02
C0000391,C0000391,user391@example.com,FR,USD,R06,2024-07-03
C0000392,C0000392,user392@example.com,DE,EUR,R03,2024-07-18
C0000393,C0000393,user393@example.com,DE,PLN,R24,2023-02-27
C0000394,C0000394,user394@example.com,ES,EUR,R22,2023-03-30
C0000395,C0000395,user395@example.com,SE,USD,R21,2023-05-18
C0000396,C0000396,user396@example.com,SE,EUR,R23,2024-01-02
C0000397,C0000397,user397@example.com,NL,EUR,R11,2024-05-16
C0000398,C0000398,user398@example.com,FR,EUR,R21,2023-11-29
C0000399,C0000399,user399@example.com,DE,EUR,R10,2024-09-01
C0000400,C0000400,user400@example.com,PL,EUR,R09,2024-11-12
C0000401,C0000401,user401@example.com,DE,GBP,R09,2024-09-07
C0000402,C0000402,user402@example.com,SE,USD,R03,2023-05-17
C0000403,C0000403,user403@example.com,US,EUR,R02,2024-08-20
C0000404,C0000404,user404@example.com,PL,EUR,R24,2023-09-10
C0000405,C0000405,user405@example.com,DE,USD,R19,2023-10-27
C0000406,C0000406,user406@example.com,US,USD,R25,2024-04-16
C0000407,C0000407,user407@example.com,FR,PLN,R16,2023-08-14
C0000408,C0000408,user408@example.com,ES,EUR,R14,2024-05-04
C0000409,CUS0000409,user409@example.com,PL,USD,R05,2024-03-26
C0000410,C0000410,user410@example.com,PL,EUR,R01,2024-04-14
C0000411,C0000411,user411@example.com,FR,EUR,R19,2023-04-23
C0000412,C0000412,user412@example.com,US,EUR,R02,2023-02-22
C0000413,CUS0000413,user413@example.com,GB,EUR,R07,2024-06-29
